NDJ 2014/15;DJF 2014/15;JFM;FMA;MAM;AMJ;MJJ;JJA;JAS;ASO;SON
0.7;0.5;0.5;0.5;0.7;0.9;1.2;1.5;1.9;2.2;2.4
